Title	Dathub URL	Last Updated	Domain
ZBW Labs	https://old.datahub.io/dataset/zbw-labs	2014-07-31	Publications
20th Century Press Archives	https://old.datahub.io/dataset/zbw-pressemappe20	2014-07-31	Publications
World War 1 as Linked Open Data	https://old.datahub.io/dataset/ww1lod	2014-07-25	Publications
twc-opendap	https://old.datahub.io/dataset/twc-opendap	2014-06-17	Publications
Rådata nå!	https://old.datahub.io/dataset/radatana	2014-04-03	Publications
Linked Data Service der Universitätsbibliothek Mannheim	https://old.datahub.io/dataset/ub-mannheim-linked-data	2013-10-10	Publications
Thesaurus W for Local Archives	https://old.datahub.io/dataset/thesaurus-w	2013-10-10	Publications
Taiwan geographic names	https://old.datahub.io/dataset/taiwan-geographic-names	2013-10-10	Publications
Semantic Web Dog Food Corpus	https://old.datahub.io/dataset/semantic-web-dog-food	2013-10-10	Publications
webconf	https://old.datahub.io/dataset/rkb-explorer-webconf	2013-10-10	Publications
Universität Ulm (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-ulm	2013-10-10	Publications
Università degli studi di Roma "La Sapienza" (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-roma	2013-10-10	Publications
photos	https://old.datahub.io/dataset/rkb-explorer-photos	2013-10-10	Publications
Università di Pisa (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-pisa	2013-10-10	Publications
notube	https://old.datahub.io/dataset/rkb-explorer-notube	2013-10-10	Publications
Fundação da Faculdade de Ciencas da Universidade de Lisboa (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-lisbon	2013-10-10	Publications
Université Paul Sabatier - Toulouse 3 (RKB Explorer)	https://old.datahub.io/dataset/rkb-explorer-irit	2013-10-10	Publications
fun	https://old.datahub.io/dataset/rkb-explorer-fun	2013-10-10	Publications
gdlc	https://old.datahub.io/dataset/rkb-explorer-gdlc	2013-10-10	Publications
France Telecom Recherche et Développement (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-ft	2013-10-10	Publications
Institut Eurécom (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-eurecom	2013-10-10	Publications
Technische Universität Darmstadt (RKBExplorer)	https://old.datahub.io/dataset/rkb-explorer-darmstadt	2013-10-10	Publications
medline	https://old.datahub.io/dataset/medline	2013-10-10	Publications
Lista de  Encabezamientos de Materia as Linked Open Data	https://old.datahub.io/dataset/lista-encabezamientos-materia	2013-10-10	Publications
LCSubjects.org Library of Congress Subject Headings	https://old.datahub.io/dataset/lcsubjects	2013-10-10	Publications
JITA Classification System of Library and Information Science	https://old.datahub.io/dataset/jita	2013-10-10	Publications
ISIL->DBpedia	https://old.datahub.io/dataset/isil-dbpedia	2013-10-10	Publications
Hungarian National Library (NSZL) catalog	https://old.datahub.io/dataset/hungarian-national-library-catalog	2013-10-10	Publications
HeBIS - Bibliographic Resources of the Library Union Catalogues of Hessen and parts of the Rhineland Palatinate	https://old.datahub.io/dataset/hebis-bibliographic-resources	2013-10-10	Publications
German labor law thesaurus	https://old.datahub.io/dataset/german-labor-law-thesaurus	2013-10-10	Publications
EUR-Lex as Linked Data	https://old.datahub.io/dataset/eur-lex-rdf	2013-10-10	Publications
datos.bne.es	https://old.datahub.io/dataset/datos-bne-es	2013-10-10	Publications
crowdsourcing-fb	https://old.datahub.io/dataset/crowdsourcing-fb	2013-10-10	Publications
sears.com	https://old.datahub.io/dataset/sears	2016-07-30	Social_networking
statusnet-kenzoid-com	https://old.datahub.io/dataset/statusnet-kenzoid-com	2016-07-30	Social_networking
statusnet-20100-org	https://old.datahub.io/dataset/statusnet-20100-org	2016-07-30	Social_networking
statusnet-glou-org	https://old.datahub.io/dataset/statusnet-glou-org	2016-07-30	Social_networking
statusnet-my-status-tk	https://old.datahub.io/dataset/statusnet-my-status-tk	2016-07-30	Social_networking
statusnet-chickenkiller-com	https://old.datahub.io/dataset/statusnet-chickenkiller-com	2016-07-30	Social_networking
statusnet-opensim-chat-eu	https://old.datahub.io/dataset/statusnet-opensim-chat-eu	2016-07-30	Social_networking
statusnet-samnoble-org	https://old.datahub.io/dataset/statusnet-samnoble-org	2016-07-30	Social_networking
statusnet-gegeweb-org	https://old.datahub.io/dataset/statusnet-gegeweb-org	2016-07-30	Social_networking
statusnet-coreyavis-com	https://old.datahub.io/dataset/statusnet-coreyavis-com	2016-07-30	Social_networking
statusnet-rainbowdash-net	https://old.datahub.io/dataset/statusnet-rainbowdash-net	2016-07-30	Social_networking
statusnet-mamalibre-com-ar	https://old.datahub.io/dataset/statusnet-mamalibre-com-ar	2016-07-30	Social_networking
statusnet-otbm-fr	https://old.datahub.io/dataset/statusnet-otbm-fr	2016-07-30	Social_networking
statusnet-ourcoffs-org-au	https://old.datahub.io/dataset/statusnet-ourcoffs-org-au	2016-07-30	Social_networking
statusnet-hackerposse-com	https://old.datahub.io/dataset/statusnet-hackerposse-com	2016-07-30	Social_networking
statusnet-ludost-net	https://old.datahub.io/dataset/statusnet-ludost-net	2016-07-30	Social_networking
statusnet-schiessle-org	https://old.datahub.io/dataset/statusnet-schiessle-org	2016-07-30	Social_networking
statusnet-bonifaz-ec	https://old.datahub.io/dataset/statusnet-bonifaz-ec	2016-07-30	Social_networking
statusnet-shnoulle-net	https://old.datahub.io/dataset/statusnet-shnoulle-net	2016-07-30	Social_networking
statusnet-kathryl-fr	https://old.datahub.io/dataset/statusnet-kathryl-fr	2016-07-30	Social_networking
statusnet-mrblog-nl	https://old.datahub.io/dataset/statusnet-mrblog-nl	2016-07-30	Social_networking
statusnet-timttmy-co-uk	https://old.datahub.io/dataset/statusnet-timttmy-co-uk	2016-07-30	Social_networking
statusnet-fcestrada-com	https://old.datahub.io/dataset/statusnet-fcestrada-com	2016-07-30	Social_networking
statusnet-somsants-net	https://old.datahub.io/dataset/statusnet-somsants-net	2016-07-30	Social_networking
statusnet-ilikefreedom-ro	https://old.datahub.io/dataset/statusnet-ilikefreedom-ro	2016-07-30	Social_networking
statusnet-dtdns-net	https://old.datahub.io/dataset/statusnet-dtdns-net	2016-07-30	Social_networking
statusnet-status-net	https://old.datahub.io/dataset/statusnet-status-net	2016-07-30	Social_networking
statusnet-tekk-com-ar	https://old.datahub.io/dataset/statusnet-tekk-com-ar	2016-07-30	Social_networking
statusnet-fragdev-com	https://old.datahub.io/dataset/statusnet-fragdev-com	2016-07-30	Social_networking
statusnet-equestriarp-net	https://old.datahub.io/dataset/statusnet-equestriarp-net	2016-07-30	Social_networking
statusnet-macno-org	https://old.datahub.io/dataset/statusnet-macno-org	2016-07-30	Social_networking
statusnet-maymay-net	https://old.datahub.io/dataset/statusnet-maymay-net	2016-07-30	Social_networking
statusnet-deuxpi-ca	https://old.datahub.io/dataset/statusnet-deuxpi-ca	2016-07-30	Social_networking
statusnet-tschlotfeldt-de	https://old.datahub.io/dataset/statusnet-tschlotfeldt-de	2016-07-30	Social_networking
statusnet-spip-org	https://old.datahub.io/dataset/statusnet-spip-org	2016-07-30	Social_networking
statusnet-freelish-us	https://old.datahub.io/dataset/statusnet-freelish-us	2016-07-30	Social_networking
statusnet-mulestable-net	https://old.datahub.io/dataset/statusnet-mulestable-net	2016-07-30	Social_networking
statusnet-qth-fr	https://old.datahub.io/dataset/statusnet-qth-fr	2016-07-30	Social_networking
statusnet-uni-siegen-de	https://old.datahub.io/dataset/statusnet-uni-siegen-de	2016-07-30	Social_networking
statusnet-kaimi-cc	https://old.datahub.io/dataset/statusnet-kaimi-cc	2016-07-30	Social_networking
statusnet-morphtown-de	https://old.datahub.io/dataset/statusnet-morphtown-de	2016-07-30	Social_networking
statusnet-planet-libre-org	https://old.datahub.io/dataset/statusnet-planet-libre-org	2016-07-30	Social_networking
statusnet-qdnx-org	https://old.datahub.io/dataset/statusnet-qdnx-org	2016-07-30	Social_networking
statusnet-sebseb01-net	https://old.datahub.io/dataset/statusnet-sebseb01-net	2016-07-30	Social_networking
statusnet-bka-li	https://old.datahub.io/dataset/statusnet-bka-li	2016-07-30	Social_networking
statusnet-ced117-net	https://old.datahub.io/dataset/statusnet-ced117-net	2016-07-30	Social_networking
statusnet-lydiastench-com	https://old.datahub.io/dataset/statusnet-lydiastench-com	2016-07-30	Social_networking
statusnet-1w6-org	https://old.datahub.io/dataset/statusnet-1w6-org	2016-07-30	Social_networking
statusnet-alexandrefranke-com	https://old.datahub.io/dataset/statusnet-alexandrefranke-com	2016-07-30	Social_networking
statusnet-doomicile-de	https://old.datahub.io/dataset/statusnet-doomicile-de	2016-07-30	Social_networking
statusnet-hii-co-il	https://old.datahub.io/dataset/statusnet-hii-co-il	2016-07-30	Social_networking
statusnet-panda-id-au	https://old.datahub.io/dataset/statusnet-panda-id-au	2016-07-30	Social_networking
statusnet-ssweeny-net	https://old.datahub.io/dataset/statusnet-ssweeny-net	2016-07-30	Social_networking
statusnet-integralblue-com	https://old.datahub.io/dataset/statusnet-integralblue-com	2016-07-30	Social_networking
statusnet-quitter-se	https://old.datahub.io/dataset/statusnet-quitter-se	2016-07-30	Social_networking
statusnet-scoffoni-net	https://old.datahub.io/dataset/statusnet-scoffoni-net	2016-07-30	Social_networking
statusnet-piana-eu	https://old.datahub.io/dataset/statusnet-piana-eu	2016-07-30	Social_networking
statusnet-jonkman-ca	https://old.datahub.io/dataset/statusnet-jonkman-ca	2016-07-30	Social_networking
statusnet-spraci-org	https://old.datahub.io/dataset/statusnet-spraci-org	2016-07-30	Social_networking
statusnet-thelovebug-org	https://old.datahub.io/dataset/statusnet-thelovebug-org	2016-07-30	Social_networking
statusnet-orangeseeds-org	https://old.datahub.io/dataset/statusnet-orangeseeds-org	2016-07-30	Social_networking
statusnet-ldn-fai-net	https://old.datahub.io/dataset/statusnet-ldn-fai-net	2016-07-30	Social_networking
statusnet-keuser-fr	https://old.datahub.io/dataset/statusnet-keuser-fr	2016-07-30	Social_networking
statusnet-russwurm-org	https://old.datahub.io/dataset/statusnet-russwurm-org	2016-07-30	Social_networking
statusnet-datenfahrt-org	https://old.datahub.io/dataset/statusnet-datenfahrt-org	2016-07-30	Social_networking
statusnet-imirhil-fr	https://old.datahub.io/dataset/statusnet-imirhil-fr	2016-07-30	Social_networking
statusnet-chromic-org	https://old.datahub.io/dataset/statusnet-chromic-org	2016-07-30	Social_networking
statusnet-recit-org	https://old.datahub.io/dataset/statusnet-recit-org	2016-07-30	Social_networking
statusnet-exdc-net	https://old.datahub.io/dataset/statusnet-exdc-net	2016-07-30	Social_networking
statusnet-davidhaberthuer-ch	https://old.datahub.io/dataset/statusnet-davidhaberthuer-ch	2016-07-30	Social_networking
statusnet-johndrinkwater-name	https://old.datahub.io/dataset/statusnet-johndrinkwater-name	2016-07-30	Social_networking
statusnet-gomertronic-com	https://old.datahub.io/dataset/statusnet-gomertronic-com	2016-07-30	Social_networking
statusnet-tl1n-com	https://old.datahub.io/dataset/statusnet-tl1n-com	2016-07-30	Social_networking
statusnet-progval-net	https://old.datahub.io/dataset/statusnet-progval-net	2016-07-30	Social_networking
statusnet-cooleysekula-net	https://old.datahub.io/dataset/statusnet-cooleysekula-net	2016-07-30	Social_networking
statusnet-postblue-info	https://old.datahub.io/dataset/statusnet-postblue-info	2016-07-30	Social_networking
statusnet-skilledtests-com	https://old.datahub.io/dataset/statusnet-skilledtests-com	2016-07-30	Social_networking
statusnet-thornton2-com	https://old.datahub.io/dataset/statusnet-thornton2-com	2016-07-30	Social_networking
statusnet-fcac-com	https://old.datahub.io/dataset/statusnet-fcac-com	2016-07-30	Social_networking
statusnet-belfalas-org	https://old.datahub.io/dataset/statusnet-belfalas-org	2016-07-30	Social_networking
statusnet-m-kuttner-com	https://old.datahub.io/dataset/statusnet-m-kuttner-com	2016-07-30	Social_networking
statusnet-legadolibre-com-ar	https://old.datahub.io/dataset/statusnet-legadolibre-com-ar	2016-07-30	Social_networking
statusnet-lebsanft-org	https://old.datahub.io/dataset/statusnet-lebsanft-org	2016-07-30	Social_networking
statusnet-linuxwrangling-com	https://old.datahub.io/dataset/statusnet-linuxwrangling-com	2016-07-30	Social_networking
statusnet-sweetiebelle-net	https://old.datahub.io/dataset/statusnet-sweetiebelle-net	2016-07-30	Social_networking
statusnet-atari-frosch-de	https://old.datahub.io/dataset/statusnet-atari-frosch-de	2016-07-30	Social_networking
statusnet-soucy-cc	https://old.datahub.io/dataset/statusnet-soucy-cc	2016-07-30	Social_networking
VIVO Weill Cornell Medical College	https://old.datahub.io/dataset/vivo-weill-cornell-medical-college	2015-08-01	Social_networking
VIVO Scripps Research Institute	https://old.datahub.io/dataset/vivo-scripps-research-institute	2015-08-01	Social_networking
VIVO WUSTL	https://old.datahub.io/dataset/vivo-wustl	2015-08-01	Social_networking
VIVO Ponce	https://old.datahub.io/dataset/vivo-ponce	2015-08-01	Social_networking
VIVO	https://old.datahub.io/dataset/vivo	2014-04-10	Social_networking
DBTune.org MySpace RDF Service	https://old.datahub.io/dataset/dbtune-myspace	2013-10-10	Social_networking
Influence Tracker Dataset	https://old.datahub.io/dataset/influence-tracker-dataset	2017-02-14	User_generated
LinkedDrugs: Linked Drug Product Data on a Global Scale	https://old.datahub.io/dataset/linked-drugs	2017-02-13	User_generated
Russian Universities Specialities	https://old.datahub.io/dataset/russian-universities-specialities	2017-01-16	User_generated
Lotico	https://old.datahub.io/dataset/lotico	2016-07-30	User_generated
myExperiment	https://old.datahub.io/dataset/my-experiment	2016-07-30	User_generated
Linked Crunchbase	https://old.datahub.io/dataset/linked-crunchbase	2016-07-30	User_generated
flickr? wrappr	https://old.datahub.io/dataset/flickr-wrappr	2016-07-30	User_generated
John Goodwin's Family Tree	https://old.datahub.io/dataset/john-goodwins-family-tree	2016-07-30	User_generated
Twarql	https://old.datahub.io/dataset/twarql	2016-07-30	User_generated
Klappstuhlclub	https://old.datahub.io/dataset/klappstuhlclub	2016-07-30	User_generated
Revyu.com - Review Anything	https://old.datahub.io/dataset/revyu	2016-07-30	User_generated
Linked User Feedback	https://old.datahub.io/dataset/linked-user-feedback	2016-07-30	User_generated
Source Code Ecosystem Linked Data	https://old.datahub.io/dataset/secold	2016-07-30	User_generated
SemanticTweet	https://old.datahub.io/dataset/semantictweet	2016-07-30	User_generated
tags2con delicious	https://old.datahub.io/dataset/tags2con-delicious	2016-07-30	User_generated
Yovisto - academic video search	https://old.datahub.io/dataset/yovisto	2016-07-30	User_generated
wordpress	https://old.datahub.io/dataset/wordpress	2016-07-30	User_generated
Personal_Homepages	https://old.datahub.io/dataset/personal-homepages	2016-07-30	User_generated
openlinksw dataspaces	https://old.datahub.io/dataset/openlinksw-dataspaces	2016-07-30	User_generated
myopenlink dataspaces	https://old.datahub.io/dataset/myopenlink-dataspaces	2016-07-30	User_generated
typepad	https://old.datahub.io/dataset/typepad	2016-07-30	User_generated
semanlink	https://old.datahub.io/dataset/semanlink	2016-07-30	User_generated
berlios	https://old.datahub.io/dataset/berlios	2016-07-30	User_generated
apache	https://old.datahub.io/dataset/apache	2016-07-30	User_generated
southampton-ac-uk	https://old.datahub.io/dataset/southampton-ac-uk	2016-07-30	User_generated
DisGeNET	https://old.datahub.io/dataset/disgenet	2016-05-13	User_generated
ISPRA - The Italian Data Buoy Network (RON)	https://old.datahub.io/dataset/ispra-lod-ron	2016-04-27	User_generated
The Living LOD Cloud	https://old.datahub.io/dataset/the-living-lod-cloud	2015-10-23	User_generated
Arthroscopy community	https://old.datahub.io/dataset/arthroscopy	2015-05-26	User_generated
Biblioteca Escolar Digital CITA	https://old.datahub.io/dataset/biblioteca-escolar-digital-cita	2014-09-28	User_generated
GNOSS.com, a Social and Semantic Platform	https://old.datahub.io/dataset/gnoss-com-a-social-and-semantic-platform	2014-09-24	User_generated
Universidad Técnica Particular de Loja - Linked Open Data	https://old.datahub.io/dataset/utpl-lod	2014-08-27	User_generated
Universidad de Cuenca - LinkedData	https://old.datahub.io/dataset/universidad-de-cuenca-linkeddata	2014-08-11	User_generated
El Viajero's tourism dataset	https://old.datahub.io/dataset/elviajero	2014-04-05	User_generated
Organogram and staff pay data for Thurrock Thames Gateway Development Corporation	https://old.datahub.io/dataset/staff-organograms-and-pay-thurrock-thames-gateway-development-corporation	2013-10-10	User_generated
semanticweb.org	https://old.datahub.io/dataset/semanticweb-org	2013-10-10	User_generated
Red Uno Internacional (Santillana)	https://old.datahub.io/dataset/red-uno-internacional-santillana	2013-10-10	User_generated
RDFohloh	https://old.datahub.io/dataset/rdfohloh	2013-10-10	User_generated
Proyecto Apadrina,  Marketing Punto de Venta	https://old.datahub.io/dataset/proyectoapadrina	2013-10-10	User_generated
Prospects and Trends (GNOSS)	https://old.datahub.io/dataset/prospects-and-trends-gnoss	2013-10-10	User_generated
Open Data RISP, the Spanish Open Data community	https://old.datahub.io/dataset/open-data-risp	2013-10-10	User_generated
Next Web, a global knowledge network of semantic technology and Web 3.0 (GNOSS)	https://old.datahub.io/dataset/nextweb-gnoss	2013-10-10	User_generated
My Family Lineage	https://old.datahub.io/dataset/my-family-lineage	2013-10-10	User_generated
Museos de España, colección de museos públicos y privados españoles (GNOSS)	https://old.datahub.io/dataset/museosespania-gnoss	2013-10-10	User_generated
Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)	https://old.datahub.io/dataset/mismuseos-gnoss	2013-10-10	User_generated
Mi Guía de Viajes, colección de guías de viaje para viajeros (GNOSS)	https://old.datahub.io/dataset/miguiadeviajes-gnoss	2013-10-10	User_generated
Interactive Maps, a collection of interactive flash maps (GNOSS)	https://old.datahub.io/dataset/interactivemaps-gnoss	2013-10-10	User_generated
CE4R Knowledge Centre Corporate Excellence – Centre for Reputation Leadership	https://old.datahub.io/dataset/ce4r	2013-10-10	User_generated
IneveryCREA Argentina, la comunidad de la creatividad educativa	https://old.datahub.io/dataset/ineverycrea-argentina	2013-10-10	User_generated
IneveryCREA, la comunidad de la creatividad educativa	https://old.datahub.io/dataset/ineverycrea	2013-10-10	User_generated
ichoose	https://old.datahub.io/dataset/ichoose	2013-10-10	User_generated
Green Competitiveness (GNOSS)	https://old.datahub.io/dataset/green-competitiveness-gnoss	2013-10-10	User_generated
Garnica Plywood Catalogue	https://old.datahub.io/dataset/garnicaplywood	2013-10-10	User_generated
Didactalia, índice de recursos educativos para profesores, padres y alumnos (GNOSS)	https://old.datahub.io/dataset/didactalia	2013-10-10	User_generated
DeustoTech (Deusto Institute of Technology)	https://old.datahub.io/dataset/deustotech	2013-10-10	User_generated
Deusto Entrepreneurship: sharing business knowledge	https://old.datahub.io/dataset/deustoentrepreneurship	2013-10-10	User_generated
DBLP Research Groups (University of Deusto-GNOSS)	https://old.datahub.io/dataset/dblp-deusto-gnoss	2013-10-10	User_generated
Athelia RFID, a global knowledge network of RFID technology	https://old.datahub.io/dataset/athelia-rfid	2013-10-10	User_generated
Entornos interactivos. Arte en los nuevos medios (GNOSS)	https://old.datahub.io/dataset/artenuevosmedios-gnoss	2013-10-10	User_generated
AEGP, Spanish Textile and Clothing Association	https://old.datahub.io/dataset/aegp-spanish-textile-and-clothing-association	2013-10-10	User_generated
